"h_a","xG","xGA","npxG","npxGA","ppda","ppda_allowed","deep","deep_allowed","scored","missed","xpts","result","date","wins","draws","loses","pts","npxGD","league","season","teams"
"a",0.736613,0.367268,0.736613,0.367268,11.5454545454545,3.80952380952381,4,3,0,1,1.7192,"l","2025-04-18 19:00:00",0,0,1,0,0.369345,"La_liga","2024","Getafe"
"h",2.53565,1.74803,2.53565,1.74803,13.1153846153846,10.3571428571429,5,5,0,1,1.9503,"l","2025-04-23 19:30:00",0,0,1,0,0.78762,"La_liga","2024","Getafe"
"a",0.8041,1.2162,0.8041,1.2162,8.23076923076923,5.625,7,4,0,1,0.9714,"l","2025-05-02 19:00:00",0,0,1,0,-0.4121,"La_liga","2024","Getafe"
"a",0.590071,2.97396,0.590071,1.48741,6.97142857142857,5.09523809523809,3,7,0,3,0.115,"l","2025-05-10 12:00:00",0,0,1,0,-0.897339,"La_liga","2024","Getafe"
"h",0.73382,1.33336,0.73382,1.33336,12.7826086956522,8.33333333333333,5,5,0,2,0.8198,"l","2025-05-15 19:30:00",0,0,1,0,-0.59954,"La_liga","2024","Getafe"
"a",1.55977,0.809089,1.55977,0.809089,12.3448275862069,5.57142857142857,6,2,2,1,2.0398,"w","2025-05-18 17:00:00",1,0,0,3,0.750681,"La_liga","2024","Getafe"
"h",0.35897,1.30818,0.35897,1.30818,23.125,9.1,1,7,1,2,0.522,"l","2025-05-24 19:00:00",0,0,1,0,-0.94921,"La_liga","2024","Getafe"
"a",1.13868,0.68684,1.13868,0.68684,16.5294117647059,16.9565217391304,8,7,2,2,1.7331,"d","2024-08-19 19:30:00",0,1,0,1,0.45184,"La_liga","2024","Atletico Madrid"
"h",1.42393,0.596524,1.42393,0.596524,14.9,11.3333333333333,8,7,3,0,2.1293,"w","2024-08-25 19:30:00",1,0,0,3,0.827406,"La_liga","2024","Atletico Madrid"
"h",3.88587,0.855829,3.88587,0.855829,19.4545454545455,25.8333333333333,17,1,0,0,2.8557,"d","2024-08-28 19:30:00",0,1,0,1,3.030041,"La_liga","2024","Atletico Madrid"
"a",1.58613,0.252231,1.58613,0.252231,33.5555555555556,12.3571428571429,6,4,1,0,2.5737,"w","2024-08-31 17:00:00",1,0,0,3,1.333899,"La_liga","2024","Atletico Madrid"
"h",3.22965,0.18311,3.22965,0.18311,19.5454545454545,20.5625,4,1,3,0,2.9348,"w","2024-09-15 19:00:00",1,0,0,3,3.04654,"La_liga","2024","Atletico Madrid"
"a",0.554066,1.68952,0.554066,1.68952,14.3,12.047619047619,7,1,1,1,0.4759,"d","2024-09-22 19:00:00",0,1,0,1,-1.135454,"La_liga","2024","Atletico Madrid"
"a",0.778357,1.76126,0.778357,1.76126,16,13.7894736842105,1,8,1,0,0.5736,"w","2024-09-26 19:00:00",1,0,0,3,-0.982903,"La_liga","2024","Atletico Madrid"
"h",1.05477,0.660987,1.05477,0.660987,26.3076923076923,17.25,7,7,1,1,1.7215,"d","2024-09-29 19:00:00",0,1,0,1,0.393783,"La_liga","2024","Atletico Madrid"
"a",0.561748,1.08517,0.561748,1.08517,29,8.33333333333333,4,12,1,1,0.8543,"d","2024-10-06 19:00:00",0,1,0,1,-0.523422,"La_liga","2024","Atletico Madrid"
"h",5.21397,0.271901,5.21397,0.271901,5.20512820512821,18.0625,14,2,3,1,2.9952,"w","2024-10-20 14:15:00",1,0,0,3,4.942069,"La_liga","2024","Atletico Madrid"
"a",0.555217,2.20384,0.555217,2.20384,14.3333333333333,13.5217391304348,6,5,0,1,0.3378,"l","2024-10-27 17:30:00",0,0,1,0,-1.648623,"La_liga","2024","Atletico Madrid"
"h",1.73469,0.0329044,1.73469,0.0329044,8.72413793103448,10.9615384615385,15,0,2,0,2.7212,"w","2024-11-03 13:00:00",1,0,0,3,1.7017856,"La_liga","2024","Atletico Madrid"
"a",0.93863,0.735147,0.93863,0.735147,12.8260869565217,17.4444444444444,3,7,1,0,1.5447,"w","2024-11-10 15:15:00",1,0,0,3,0.203483,"La_liga","2024","Atletico Madrid"
"h",2.05318,0.785902,1.30991,0.0426241,6.17391304347826,19.25,5,0,2,1,2.4243,"w","2024-11-23 15:15:00",1,0,0,3,1.2672859,"La_liga","2024","Atletico Madrid"
"a",3.40487,0.437294,3.40487,0.437294,25.1428571428571,27.6153846153846,17,1,5,0,2.9095,"w","2024-11-30 20:00:00",1,0,0,3,2.967576,"La_liga","2024","Atletico Madrid"
"h",2.32183,0.635773,2.32183,0.635773,13.52,24.3125,6,2,4,3,2.5394,"w","2024-12-08 20:00:00",1,0,0,3,1.686057,"La_liga","2024","Atletico Madrid"
"h",1.85376,0.238672,1.85376,0.238672,9.3,8.29032258064516,6,2,1,0,2.6396,"w","2024-12-15 13:00:00",1,0,0,3,1.615088,"La_liga","2024","Atletico Madrid"
"a",0.710716,3.37424,0.710716,3.37424,22.0714285714286,8.56666666666667,2,17,2,1,0.1253,"w","2024-12-21 20:00:00",1,0,0,3,-2.663524,"La_liga","2024","Atletico Madrid"
"h",2.28719,0.391974,2.28719,0.391974,19,13.8076923076923,9,0,1,0,2.737,"w","2025-01-12 15:15:00",1,0,0,3,1.895216,"La_liga","2024","Atletico Madrid"
"a",3.0563,0.770342,2.31302,0.770342,21.3333333333333,19.8571428571429,11,3,0,1,2.762,"l","2025-01-18 15:15:00",0,0,1,0,1.542678,"La_liga","2024","Atletico Madrid"
"h",1.72274,1.78456,1.72274,1.04128,9.19230769230769,15.1904761904762,15,7,1,1,1.3074,"d","2025-01-25 15:15:00",0,1,0,1,0.68146,"La_liga","2024","Atletico Madrid"
"h",1.59869,0.421783,1.59869,0.421783,14.5882352941176,15.1875,11,4,2,0,2.3573,"w","2025-02-01 17:30:00",1,0,0,3,1.176907,"La_liga","2024","Atletico Madrid"
"a",1.62463,2.55575,0.881351,2.55575,22.6923076923077,12.9565217391304,4,10,1,1,0.7348,"d","2025-02-08 20:00:00",0,1,0,1,-1.674399,"La_liga","2024","Atletico Madrid"
"h",0.689105,1.45388,0.689105,0.710601,22.3333333333333,7.34782608695652,3,15,1,1,0.6462,"d","2025-02-15 17:30:00",0,1,0,1,-0.0214960000000001,"La_liga","2024","Atletico Madrid"
"a",2.31785,1.35435,2.31785,1.35435,12.5238095238095,11.0645161290323,12,8,3,0,2.0542,"w","2025-02-22 17:30:00",1,0,0,3,0.9635,"La_liga","2024","Atletico Madrid"
"h",2.01612,1.54329,2.01612,1.54329,9.5,13.875,4,5,1,0,1.7457,"w","2025-03-01 20:00:00",1,0,0,3,0.47283,"La_liga","2024","Atletico Madrid"
"a",1.02142,1.39814,0.278141,1.39814,5.91666666666667,20.9411764705882,2,4,1,2,1.0031,"l","2025-03-09 13:00:00",0,0,1,0,-1.119999,"La_liga","2024","Atletico Madrid"
"h",1.09435,2.16215,1.09435,2.16215,17.2666666666667,5.33333333333333,5,11,2,4,0.6201,"l","2025-03-16 20:00:00",0,0,1,0,-1.0678,"La_liga","2024","Atletico Madrid"
"a",0.994468,0.985043,0.994468,0.241766,11.35,14.75,5,0,1,1,1.2801,"d","2025-03-29 15:15:00",0,1,0,1,0.752702,"La_liga","2024","Atletico Madrid"
"a",1.23653,0.818692,0.493255,0.818692,11.1739130434783,13.125,6,4,2,1,1.7698,"w","2025-04-06 14:15:00",1,0,0,3,-0.325437,"La_liga","2024","Atletico Madrid"
"h",4.06291,1.38016,2.57636,0.636887,12.2068965517241,32.6666666666667,11,1,4,2,2.8014,"w","2025-04-14 19:00:00",1,0,0,3,1.939473,"La_liga","2024","Atletico Madrid"
"a",0.757145,0.768437,0.757145,0.768437,11.3157894736842,14.24,3,4,0,1,1.2562,"l","2025-04-19 19:00:00",0,0,1,0,-0.0112920000000001,"La_liga","2024","Atletico Madrid"
"h",3.34529,1.13186,3.34529,1.13186,19.7647058823529,8.86206896551724,9,10,3,0,2.6728,"w","2025-04-24 19:30:00",1,0,0,3,2.21343,"La_liga","2024","Atletico Madrid"
"a",0.391409,0.908148,0.391409,0.908148,4.52380952380952,8.58823529411765,1,5,0,0,0.7977,"d","2025-05-03 12:00:00",0,1,0,1,-0.516739,"La_liga","2024","Atletico Madrid"
"h",1.71528,0.298675,1.71528,0.298675,17.3125,22.9444444444444,6,6,4,0,2.5302,"w","2025-05-10 19:00:00",1,0,0,3,1.416605,"La_liga","2024","Atletico Madrid"
"a",1.34093,1.07473,1.34093,1.07473,8.26315789473684,12.3333333333333,8,1,0,2,1.5503,"l","2025-05-15 17:00:00",0,0,1,0,0.2662,"La_liga","2024","Atletico Madrid"
"h",4.94276,0.821908,4.94276,0.821908,14.1363636363636,15.15,18,7,4,1,2.9495,"w","2025-05-18 17:00:00",1,0,0,3,4.120852,"La_liga","2024","Atletico Madrid"
"a",3.10637,0.0503369,3.10637,0.0503369,10.5454545454545,15.45,25,4,4,0,2.995,"w","2025-05-25 12:00:00",1,0,0,3,3.0560331,"La_liga","2024","Atletico Madrid"
"h",1.3187,2.09987,1.3187,2.09987,11,14.6666666666667,5,7,2,2,0.8233,"d","2024-08-16 19:30:00",0,1,0,1,-0.78117,"La_liga","2024","Las Palmas"
"a",1.23438,1.58998,1.23438,0.846702,8.59090909090909,16.45,4,9,1,2,1.0356,"l","2024-08-25 17:00:00",0,0,1,0,0.387678,"La_liga","2024","Las Palmas"
"h",0.809213,3.28322,0.809213,2.53994,13.4210526315789,11.75,1,16,1,1,0.1639,"d","2024-08-29 19:30:00",0,1,0,1,-1.730727,"La_liga","2024","Las Palmas"
"a",0.547308,2.01026,0.547308,1.26699,6.5625,16,7,6,0,2,0.3288,"l","2024-09-01 15:00:00",0,0,1,0,-0.719682,"La_liga","2024","Las Palmas"
"h",1.5194,1.80432,1.5194,1.80432,5.29032258064516,17.95,10,2,2,3,1.0771,"l","2024-09-15 16:30:00",0,0,1,0,-0.28492,"La_liga","2024","Las Palmas"
"a",1.28282,1.97167,1.28282,1.22839,6.25,10.0333333333333,6,3,1,2,0.8488,"l","2024-09-21 14:15:00",0,0,1,0,0.05443,"La_liga","2024","Las Palmas"
"h",1.10799,2.66646,1.10799,2.66646,8.92592592592593,17.3333333333333,3,16,1,1,0.4153,"d","2024-09-26 17:00:00",0,1,0,1,-1.55847,"La_liga","2024","Las Palmas"
"a",0.802357,4.07869,0.802357,3.33542,17.8461538461538,15.2413793103448,3,7,1,3,0.0498,"l","2024-09-30 19:00:00",0,0,1,0,-2.533063,"La_liga","2024","Las Palmas"
"h",0.964894,0.814163,0.964894,0.814163,13.7333333333333,10.9090909090909,10,4,0,1,1.4334,"l","2024-10-05 16:30:00",0,0,1,0,0.150731,"La_liga","2024","Las Palmas"
"a",1.56861,1.94417,1.56861,1.2009,16.2142857142857,12.16,6,7,3,2,1.0998,"w","2024-10-21 19:00:00",1,0,0,3,0.36771,"La_liga","2024","Las Palmas"
"h",1.24451,1.04715,1.24451,1.04715,10.3103448275862,6.96296296296296,4,3,1,0,1.5134,"w","2024-10-26 16:30:00",1,0,0,3,0.19736,"La_liga","2024","Las Palmas"
"a",0.0329044,1.73469,0.0329044,1.73469,10.9615384615385,8.72413793103448,0,15,0,2,0.146,"l","2024-11-03 13:00:00",0,0,1,0,-1.7017856,"La_liga","2024","Las Palmas"
"a",1.25211,2.63982,1.25211,2.63982,13.6666666666667,6.03846153846154,4,9,3,1,0.5736,"w","2024-11-08 20:00:00",1,0,0,3,-1.38771,"La_liga","2024","Las Palmas"
"h",1.15972,1.45816,0.416438,1.45816,9.71428571428571,11.9545454545455,7,2,2,3,1.0748,"l","2024-11-23 17:30:00",0,0,1,0,-1.041722,"La_liga","2024","Las Palmas"
"a",0.599185,2.18354,0.599185,2.18354,20.3125,5.95652173913043,5,15,2,1,0.3727,"w","2024-11-30 13:00:00",1,0,0,3,-1.584355,"La_liga","2024","Las Palmas"
"h",1.27625,1.30835,1.27625,1.30835,9.08,17.5789473684211,6,1,2,1,1.3017,"w","2024-12-07 13:00:00",1,0,0,3,-0.0320999999999998,"La_liga","2024","Las Palmas"
"a",0.840973,1.24562,0.840973,1.24562,6.05882352941176,4.69230769230769,2,11,0,0,0.9818,"d","2024-12-15 17:30:00",0,1,0,1,-0.404647,"La_liga","2024","Las Palmas"
"h",0.956162,0.878983,0.956162,0.878983,10.9,14,2,1,1,0,1.3955,"w","2024-12-22 17:30:00",1,0,0,3,0.077179,"La_liga","2024","Las Palmas"
"h",1.62636,1.39575,0.883081,1.39575,6,10,5,7,1,2,1.5457,"l","2025-01-12 13:00:00",0,0,1,0,-0.512669,"La_liga","2024","Las Palmas"
"a",1.06201,6.40549,1.06201,5.66221,26.4166666666667,5.48648648648649,1,22,1,4,0.0056,"l","2025-01-19 15:15:00",0,0,1,0,-4.6002,"La_liga","2024","Las Palmas"
"h",0.833212,2.53692,0.833212,2.53692,14.4,13.7333333333333,6,5,1,1,0.3083,"d","2025-01-24 20:00:00",0,1,0,1,-1.703708,"La_liga","2024","Las Palmas"
"a",1.31791,2.19186,1.31791,1.44858,13.15,12.2272727272727,6,5,1,2,0.6594,"l","2025-02-03 20:00:00",0,0,1,0,-0.13067,"La_liga","2024","Las Palmas"
"h",1.90619,1.26021,1.90619,1.26021,11.85,14.1111111111111,8,4,1,2,1.838,"l","2025-02-08 17:30:00",0,0,1,0,0.64598,"La_liga","2024","Las Palmas"
"a",1.04401,2.33414,1.04401,2.33414,11.1578947368421,21.7272727272727,7,9,1,3,0.536,"l","2025-02-16 17:30:00",0,0,1,0,-1.29013,"La_liga","2024","Las Palmas"
"h",0.431009,1.66486,0.431009,1.66486,17.7619047619048,8.27777777777778,1,12,0,2,0.4536,"l","2025-02-22 20:00:00",0,0,1,0,-1.233851,"La_liga","2024","Las Palmas"
"a",0.163235,2.17386,0.163235,2.17386,21.5,6.94444444444444,5,6,1,1,0.1498,"d","2025-02-28 20:00:00",0,1,0,1,-2.010625,"La_liga","2024","Las Palmas"
"a",0.426529,2.31412,0.426529,1.57085,17.5263157894737,6.36363636363636,3,4,0,1,0.1854,"l","2025-03-09 17:30:00",0,0,1,0,-1.144321,"La_liga","2024","Las Palmas"
"h",1.94387,1.49888,1.20059,1.49888,7.4,10.25,5,5,2,2,1.7245,"d","2025-03-14 20:00:00",0,1,0,1,-0.29829,"La_liga","2024","Las Palmas"
"a",0.52734,1.07663,0.52734,1.07663,44.625,8.41379310344828,2,10,1,1,0.8523,"d","2025-03-31 20:00:00",0,1,0,1,-0.54929,"La_liga","2024","Las Palmas"
"h",1.75387,2.81501,1.75387,2.81501,7.71428571428571,16.5833333333333,10,9,1,3,0.6674,"l","2025-04-06 12:00:00",0,0,1,0,-1.06114,"La_liga","2024","Las Palmas"
"a",1.54225,1.61783,1.54225,1.61783,8.16666666666667,11.2,11,5,3,1,1.2578,"w","2025-04-12 14:15:00",1,0,0,3,-0.0755800000000002,"La_liga","2024","Las Palmas"
"h",0.768437,0.757145,0.768437,0.757145,14.24,11.3157894736842,4,3,1,0,1.3417,"w","2025-04-19 19:00:00",1,0,0,3,0.0112920000000001,"La_liga","2024","Las Palmas"
"a",1.01774,2.63805,1.01774,2.63805,12.7894736842105,11.24,3,9,0,1,0.3094,"l","2025-04-23 17:00:00",0,0,1,0,-1.62031,"La_liga","2024","Las Palmas"
"h",1.80995,1.6731,1.06667,1.6731,10.695652173913,20.5,7,2,2,3,1.4308,"l","2025-05-03 16:30:00",0,0,1,0,-0.60643,"La_liga","2024","Las Palmas"
"h",0.721442,1.00781,0.721442,1.00781,9.9,9.64285714285714,2,4,0,1,1.0719,"l","2025-05-09 19:00:00",0,0,1,0,-0.286368,"La_liga","2024","Las Palmas"
"a",0.399067,0.93125,0.399067,0.93125,10.5625,6.78378378378378,2,7,0,1,0.8078,"l","2025-05-13 19:30:00",0,0,1,0,-0.532183,"La_liga","2024","Las Palmas"
"h",0.513718,1.06274,0.513718,1.06274,5,14.28,1,3,0,1,0.8336,"l","2025-05-18 17:00:00",0,0,1,0,-0.549022,"La_liga","2024","Las Palmas"
"a",0.735505,1.72167,0.735505,0.978393,13.4444444444444,15.5714285714286,2,2,0,2,0.5265,"l","2025-05-24 16:30:00",0,0,1,0,-0.242888,"La_liga","2024","Las Palmas"
"a",1.60148,1.56608,1.60148,1.56608,7.15151515151515,6,2,4,2,1,1.3795,"w","2024-08-18 17:00:00",1,0,0,3,0.0354000000000001,"La_liga","2024","Rayo Vallecano"
"a",0.161076,0.512723,0.161076,0.512723,3.65384615384615,5.69565217391304,2,5,0,0,0.8332,"d","2024-08-24 19:30:00",0,1,0,1,-0.351647,"La_liga","2024","Rayo Vallecano"
"h",0.392473,1.51872,0.392473,1.51872,7.85294117647059,9.4,7,8,1,2,0.4625,"l","2024-08-27 19:30:00",0,0,1,0,-1.126247,"La_liga","2024","Rayo Vallecano"
"a",1.0088,1.84679,1.0088,1.84679,7.3448275862069,10.2857142857143,4,7,1,2,0.7201,"l","2024-08-31 17:15:00",0,0,1,0,-0.83799,"La_liga","2024","Rayo Vallecano"
"h",1.48433,0.530311,1.48433,0.530311,4.38095238095238,7.93333333333333,9,1,3,1,2.1891,"w","2024-09-16 19:00:00",1,0,0,3,0.954019,"La_liga","2024","Rayo Vallecano"
"h",1.68952,0.554066,1.68952,0.554066,12.047619047619,14.3,1,7,1,1,2.3131,"d","2024-09-22 19:00:00",0,1,0,1,1.135454,"La_liga","2024","Rayo Vallecano"
"a",0.377734,2.1579,0.377734,2.1579,13.44,5.24,2,6,0,0,0.1644,"d","2024-09-25 17:00:00",0,1,0,1,-1.780166,"La_liga","2024","Rayo Vallecano"
"h",1.15229,0.852356,1.15229,0.852356,10.5714285714286,13.952380952381,2,4,1,1,1.6057,"d","2024-09-28 14:15:00",0,1,0,1,0.299934,"La_liga","2024","Rayo Vallecano"
"a",1.64746,1.65842,1.64746,1.65842,6.57142857142857,11.2916666666667,7,6,2,1,1.3731,"w","2024-10-05 16:30:00",1,0,0,3,-0.0109600000000001,"La_liga","2024","Rayo Vallecano"
"a",0.464955,2.72076,0.464955,2.72076,9.52631578947368,12.3529411764706,2,7,0,1,0.1445,"l","2024-10-20 12:00:00",0,0,1,0,-2.255805,"La_liga","2024","Rayo Vallecano"
"h",2.89009,0.871439,2.89009,0.871439,11.1052631578947,8.47619047619048,3,9,1,0,2.595,"w","2024-10-26 14:15:00",1,0,0,3,2.018651,"La_liga","2024","Rayo Vallecano"
"h",2.63982,1.25211,2.63982,1.25211,6.03846153846154,13.6666666666667,9,4,1,3,2.2533,"l","2024-11-08 20:00:00",0,0,1,0,1.38771,"La_liga","2024","Rayo Vallecano"
"a",0.862262,1.57063,0.862262,1.57063,10.5454545454545,11.6315789473684,1,7,0,1,0.7826,"l","2024-11-24 15:15:00",0,0,1,0,-0.708368,"La_liga","2024","Rayo Vallecano"
"h",0.590024,0.556919,0.590024,0.556919,6.56756756756757,10.2380952380952,1,1,1,2,1.3191,"l","2024-12-01 17:30:00",0,0,1,0,0.0331049999999999,"La_liga","2024","Rayo Vallecano"
"a",1.02294,1.0002,1.02294,1.0002,11,7.375,3,4,1,0,1.3596,"w","2024-12-07 17:30:00",1,0,0,3,0.02274,"La_liga","2024","Rayo Vallecano"
"h",1.60769,1.15429,1.60769,1.15429,10.3142857142857,8.1,6,8,3,3,1.7277,"d","2024-12-14 20:00:00",0,1,0,1,0.4534,"La_liga","2024","Rayo Vallecano"
"a",1.85712,2.52908,1.85712,2.52908,6.85185185185185,12.6666666666667,11,6,1,1,0.9498,"d","2024-12-18 20:30:00",0,1,0,1,-0.67196,"La_liga","2024","Rayo Vallecano"
"a",0.878426,1.93031,0.878426,1.18703,6.4375,5.7741935483871,3,12,1,1,0.5766,"d","2024-12-22 20:00:00",0,1,0,1,-0.308604,"La_liga","2024","Rayo Vallecano"
"h",1.00439,3.25801,1.00439,3.25801,9.78260869565217,15.1578947368421,1,9,2,1,0.2233,"w","2025-01-10 20:00:00",1,0,0,3,-2.25362,"La_liga","2024","Rayo Vallecano"
"a",0.797534,0.660386,0.797534,0.660386,11.05,8.77777777777778,2,6,1,1,1.4502,"d","2025-01-19 17:30:00",0,1,0,1,0.137148,"La_liga","2024","Rayo Vallecano"
"h",3.01055,1.56182,3.01055,1.56182,7.31034482758621,12.2916666666667,10,5,2,1,2.3471,"w","2025-01-26 13:00:00",1,0,0,3,1.44873,"La_liga","2024","Rayo Vallecano"
"a",2.39088,1.00009,2.39088,0.256809,5.72413793103448,14,7,1,1,0,2.4714,"w","2025-01-31 20:00:00",1,0,0,3,2.134071,"La_liga","2024","Rayo Vallecano"
"h",2.87261,0.610157,2.87261,0.610157,5.63636363636364,15.9473684210526,13,2,1,0,2.7284,"w","2025-02-07 20:00:00",1,0,0,3,2.262453,"La_liga","2024","Rayo Vallecano"
"a",1.30941,2.82775,1.30941,2.08447,16.5909090909091,8.72,2,10,0,1,0.4204,"l","2025-02-17 20:00:00",0,0,1,0,-0.77506,"La_liga","2024","Rayo Vallecano"
"h",0.514336,0.79404,0.514336,0.79404,8.78571428571429,9.96,3,2,0,1,1.0429,"l","2025-02-22 15:15:00",0,0,1,0,-0.279704,"La_liga","2024","Rayo Vallecano"
"h",2.59009,0.807803,2.59009,0.807803,5.03225806451613,16.3157894736842,9,1,1,1,2.5565,"d","2025-03-01 15:15:00",0,1,0,1,1.782287,"La_liga","2024","Rayo Vallecano"
"a",1.21003,1.59439,1.21003,1.59439,12.7391304347826,13.2142857142857,4,5,1,2,1.0371,"l","2025-03-09 15:15:00",0,0,1,0,-0.38436,"La_liga","2024","Rayo Vallecano"
"h",0.536859,0.905535,0.536859,0.905535,6.11538461538461,12,3,4,2,2,0.9426,"d","2025-03-16 17:30:00",0,1,0,1,-0.368676,"La_liga","2024","Rayo Vallecano"
"a",0.681703,1.60064,0.681703,0.857362,9.05555555555556,6.40740740740741,1,4,2,0,0.5809,"w","2025-03-29 17:30:00",1,0,0,3,-0.175659,"La_liga","2024","Rayo Vallecano"
"h",0.501253,3.48741,0.501253,2.74413,7.2,16.9411764705882,7,8,0,4,0.0792,"l","2025-04-04 19:00:00",0,0,1,0,-2.242877,"La_liga","2024","Rayo Vallecano"
"a",1.81883,1.97654,0.99063,1.23326,12.4736842105263,7.92592592592593,6,9,1,3,1.2447,"l","2025-04-13 19:00:00",0,0,1,0,-0.24263,"La_liga","2024","Rayo Vallecano"
"h",0.722317,2.06284,0.722317,2.06284,6.7,10.9545454545455,5,3,1,1,0.3536,"d","2025-04-19 12:00:00",0,1,0,1,-1.340523,"La_liga","2024","Rayo Vallecano"
"a",1.13186,3.34529,1.13186,3.34529,8.86206896551724,19.7647058823529,10,9,0,3,0.2317,"l","2025-04-24 19:30:00",0,0,1,0,-2.21343,"La_liga","2024","Rayo Vallecano"
"h",1.2162,0.8041,1.2162,0.8041,5.625,8.23076923076923,4,7,1,0,1.7187,"w","2025-05-02 19:00:00",1,0,0,3,0.4121,"La_liga","2024","Rayo Vallecano"
"a",1.00781,0.721442,1.00781,0.721442,9.64285714285714,9.9,4,2,1,0,1.59,"w","2025-05-09 19:00:00",1,0,0,3,0.286368,"La_liga","2024","Rayo Vallecano"
"h",1.30199,1.17134,1.30199,0.428058,11.5714285714286,9.04166666666667,8,3,2,2,1.4424,"d","2025-05-15 17:00:00",0,1,0,1,0.873932,"La_liga","2024","Rayo Vallecano"
"a",0.906857,2.4242,0.906857,1.68092,12.1818181818182,11.2,0,9,2,1,0.4147,"w","2025-05-18 17:00:00",1,0,0,3,-0.774063,"La_liga","2024","Rayo Vallecano"
"h",2.11982,0.747939,2.11982,0.747939,9.4,14.6111111111111,11,5,0,0,2.3476,"d","2025-05-24 19:00:00",0,1,0,1,1.371881,"La_liga","2024","Rayo Vallecano"
"h",1.55206,3.48824,1.55206,2.74496,14.9545454545455,7.15384615384615,3,12,1,2,0.2743,"l","2024-08-17 19:30:00",0,0,1,0,-1.1929,"La_liga","2024","Valencia"
"a",1.1544,1.30571,1.1544,0.562433,15.7,14.6842105263158,4,4,1,3,1.1985,"l","2024-08-23 17:00:00",0,0,1,0,0.591967,"La_liga","2024","Valencia"
"a",0.0996371,1.51595,0.0996371,1.51595,13.0555555555556,7.21212121212121,0,5,0,1,0.2119,"l","2024-08-28 17:00:00",0,0,1,0,-1.4163129,"La_liga","2024","Valencia"
"h",1.14322,0.885369,1.14322,0.885369,7.78787878787879,18.8461538461538,6,3,1,1,1.5178,"d","2024-08-31 19:30:00",0,1,0,1,0.257851,"La_liga","2024","Valencia"
"a",0.18311,3.22965,0.18311,3.22965,20.5625,19.5454545454545,1,4,0,3,0.0395,"l","2024-09-15 19:00:00",0,0,1,0,-3.04654,"La_liga","2024","Valencia"
"h",0.350785,0.387698,0.350785,0.387698,15.5384615384615,5.95454545454545,1,2,2,0,1.1904,"w","2024-09-21 16:30:00",1,0,0,3,-0.036913,"La_liga","2024","Valencia"
"h",1.17527,0.377552,1.17527,0.377552,16.8333333333333,10.95,8,3,0,0,2.1227,"d","2024-09-24 17:00:00",0,1,0,1,0.797718,"La_liga","2024","Valencia"
"a",0.805963,3.6853,0.805963,3.6853,15.5909090909091,9.55555555555556,2,7,0,3,0.0619,"l","2024-09-28 16:30:00",0,0,1,0,-2.879337,"La_liga","2024","Valencia"
"a",0.703751,0.913168,0.703751,0.913168,12.2692307692308,8.5,5,4,0,0,1.0919,"d","2024-10-04 19:00:00",0,1,0,1,-0.209417,"La_liga","2024","Valencia"
"h",1.94417,1.56861,1.2009,1.56861,12.16,16.2142857142857,7,6,2,3,1.6332,"l","2024-10-21 19:00:00",0,0,1,0,-0.36771,"La_liga","2024","Valencia"
"a",0.63831,2.97825,0.63831,2.23497,9.7,3.77272727272727,2,6,1,1,0.1109,"d","2024-10-27 15:15:00",0,1,0,1,-1.59666,"La_liga","2024","Valencia"
"h",1.67338,1.05242,1.67338,1.05242,11.5,9.68,3,5,4,2,1.9027,"w","2024-11-23 13:00:00",1,0,0,3,0.62096,"La_liga","2024","Valencia"
"a",1.33443,0.721435,0.59115,0.721435,10.1153846153846,15.0526315789474,1,5,1,2,1.9746,"l","2024-11-29 20:00:00",0,0,1,0,-0.130285,"La_liga","2024","Valencia"
"h",1.0002,1.02294,1.0002,1.02294,7.375,11,4,3,0,1,1.3071,"l","2024-12-07 17:30:00",0,0,1,0,-0.02274,"La_liga","2024","Valencia"
"a",0.657242,0.531831,0.657242,0.531831,9.16666666666667,15.6470588235294,2,0,0,1,1.3702,"l","2024-12-13 20:00:00",0,0,1,0,0.125411,"La_liga","2024","Valencia"
"a",1.78128,1.87851,1.78128,1.87851,10.7272727272727,13.95,8,10,1,1,1.2776,"d","2024-12-18 20:30:00",0,1,0,1,-0.0972299999999999,"La_liga","2024","Valencia"
"h",1.34762,1.54294,0.604346,0.799667,4.06666666666667,10.3076923076923,4,2,2,2,1.1792,"d","2024-12-22 13:00:00",0,1,0,1,-0.195321,"La_liga","2024","Valencia"
"h",1.35313,2.69157,1.35313,1.94829,25.5714285714286,9.61538461538461,3,7,1,2,0.4901,"l","2025-01-03 20:00:00",0,0,1,0,-0.59516,"La_liga","2024","Valencia"
"a",1.08107,0.734356,1.08107,0.734356,17,7.86206896551724,0,3,1,1,1.6939,"d","2025-01-11 20:00:00",0,1,0,1,0.346714,"La_liga","2024","Valencia"
"h",1.77248,0.758224,1.77248,0.758224,13.7142857142857,5.59090909090909,4,12,1,0,2.2412,"w","2025-01-19 20:00:00",1,0,0,3,1.014256,"La_liga","2024","Valencia"
"a",1.30328,4.35875,1.30328,4.35875,16.6296296296296,6,4,14,1,7,0.1184,"l","2025-01-26 20:00:00",0,0,1,0,-3.05547,"La_liga","2024","Valencia"
"h",1.93065,0.51501,1.93065,0.51501,23.1428571428571,8.58620689655172,8,4,2,1,2.5191,"w","2025-02-02 15:15:00",1,0,0,3,1.41564,"La_liga","2024","Valencia"
